"location.id","location.region","date","jsa.fem"
"1-1040452175","North East",NA,30
"1-1040452175","North East",NA,30
"1-128588830","North East","2010-10-01",30
"1-128588830","North East","2010-12-30",30
"1-128588830","North East","2013-11-14",30
"1-128588830","North East",NA,30
"1-135251010","North East","2010-10-01",30
"1-135251010","North East","2010-11-25",30
"1-135251010","North East","2012-01-04",30
"1-135251010","North East","2012-01-04",30
"1-304850185","North East","2011-12-13",25
"1-304850185","North East","2011-12-13",25
"1-304850185","North East",NA,25
"1-304850185","North East",NA,25
"1-140085519","North East","2010-10-01",30
"1-140085519","North East","2011-01-19",30
"1-140085519","North East",NA,30
"1-140085519","North East",NA,30
"1-136790293","North East","2010-10-01",30
"1-136790293","North East","2011-01-04",30
"1-136790293","North East","2015-02-09",30
"1-136790293","North East",NA,30
"1-115189809","North East","2010-10-01",50
"1-115189809","North East","2010-11-24",50
"1-115189809","North East",NA,50
"1-115189809","North East",NA,50
"1-118307108","North East","2010-10-01",45
"1-118307108","North East","2011-01-12",45
"1-118307108","North East","2014-06-21",45
"1-118307108","North East","2014-06-21",45
"1-1338836366","North East","2010-10-01",40
"1-1338836366","North East","2014-04-29",40
"1-1338836366","North East",NA,40
"1-1338836366","North East",NA,40
"1-123533718","North East","2010-10-01",45
"1-123533718","North East","2011-06-14",45
"1-123533718","North East","2012-07-23",45
"1-123533718","North East",NA,45
"1-311343641","North East","2010-10-01",45
"1-311343641","North East","2011-06-14",45
"1-311343641","North East",NA,45
"1-311343641","North East",NA,45
"1-129478850","North East","2010-10-01",30
"1-129478850","North East","2011-04-04",30
"1-129478850","North East","2014-07-03",30
"1-129478850","North East",NA,30
"1-1475546653","North East","2010-10-01",20
"1-1475546653","North East","2014-07-01",20
"1-1475546653","North East",NA,20
"1-1475546653","North East",NA,20
"1-125012499","North East","2010-10-01",50
"1-125012499","North East","2010-12-07",50
"1-125012499","North East","2016-05-25",50
"1-125012499","North East","2016-05-25",50
"1-2652866801","North East","2010-10-01",20
"1-2652866801","North East","2016-05-23",20
"1-2652866801","North East",NA,20
"1-2652866801","North East",NA,20
"1-117319335","North East","2010-10-01",20
"1-117319335","North East","2010-11-25",20
"1-117319335","North East",NA,20
"1-117319335","North East",NA,20
"1-106220488","North East","2010-10-01",20
"1-106220488","North East","2011-01-17",20
"1-106220488","North East","2015-10-21",20
"1-106220488","North East","2015-10-21",20
"1-999096321","North East","2010-10-01",50
"1-999096321","North East","2013-10-20",50
"1-999096321","North East",NA,50
"1-999096321","North East",NA,50
"1-1993262716","North East","2015-01-20",20
"1-1993262716","North East","2015-06-08",20
"1-1993262716","North East",NA,20
"1-1993262716","North East",NA,20
"1-241779200","North East","2011-05-06",40
"1-241779200","North East","2011-05-06",40
"1-241779200","North East","2013-04-16",40
"1-241779200","North East","2016-03-16",40
"1-637914364","North East","2011-08-19",65
"1-637914364","North East","2013-04-05",65
"1-637914364","North East","2015-06-11",65
"1-637914364","North East",NA,65
"1-138052173","North East","2010-10-01",35
"1-138052173","North East","2011-01-07",35
"1-138052173","North East","2011-11-14",35
"1-138052173","North East","2011-11-14",35
"1-2034431542","North East","2011-02-14",15
"1-2034431542","North East","2015-05-22",15
"1-2034431542","North East",NA,15
"1-2034431542","North East",NA,15
"1-307606988","North East","2010-10-01",35
"1-307606988","North East","2011-10-05",35
"1-307606988","North East","2015-06-11",35
"1-307606988","North East","2016-06-17",35
"1-331039625","North East","2011-11-03",35
"1-331039625","North East","2011-11-03",35
"1-331039625","North East","2014-05-22",35
"1-331039625","North East","2014-05-22",35
"1-128584277","North East","2010-10-01",50
"1-128584277","North East","2010-12-30",50
"1-128584277","North East",NA,50
"1-128584277","North East",NA,50
"1-109574690","North East","2010-10-01",50
"1-109574690","North East","2010-12-21",50
"1-109574690","North East",NA,50
"1-109574690","North East",NA,50
"1-125060109","North East","2010-10-01",50
"1-125060109","North East","2011-01-21",50
"1-125060109","North East","2011-11-22",50
"1-125060109","North East","2011-11-22",50
"1-135287058","North East","2010-10-01",40
"1-135287058","North East","2010-12-17",40
"1-135287058","North East","2011-11-18",40
"1-135287058","North East","2011-11-18",40
"1-325666087","North East","2011-10-31",40
"1-325666087","North East","2011-10-31",40
"1-325666087","North East",NA,40
"1-325666087","North East",NA,40
"1-138710519","North East","2010-10-01",40
"1-138710519","North East","2010-11-23",40
"1-138710519","North East","2013-09-11",40
"1-138710519","North East","2013-09-11",40
"1-894198181","North East","2010-10-01",65
"1-894198181","North East","2013-09-03",65
"1-894198181","North East",NA,65
"1-894198181","North East",NA,65
"1-120642356","North East","2010-10-01",40
"1-120642356","North East","2010-10-01",40
"1-120642356","North East",NA,40
"1-120642356","North East",NA,40
"1-111130848","North East","2010-10-01",75
"1-111130848","North East","2011-03-24",75
"1-111130848","North East",NA,75
"1-111130848","North East",NA,75
"1-135290891","North East","2010-10-01",70
"1-135290891","North East","2010-12-17",70
"1-135290891","North East","2011-11-18",70
"1-135290891","North East","2011-11-18",70
"1-317882257","North East","2010-10-01",60
"1-317882257","North East","2011-11-09",60
"1-317882257","North East",NA,60
"1-317882257","North East",NA,60
"1-108329896","North East","2010-10-01",60
"1-108329896","North East","2010-12-17",60
"1-108329896","North East",NA,60
"1-108329896","North East",NA,60
"1-141576709","North East","2010-10-01",65
"1-141576709","North East","2010-12-16",65
"1-141576709","North East",NA,65
"1-141576709","North East",NA,65
"1-141590701","North East","2010-10-01",65
"1-141590701","North East","2010-12-16",65
"1-141590701","North East",NA,65
"1-141590701","North East",NA,65
"1-114061417","North East","2010-10-01",65
"1-114061417","North East","2011-01-24",65
"1-114061417","North East",NA,65
"1-114061417","North East",NA,65
"1-128588784","North East","2010-10-01",75
"1-128588784","North East","2010-12-30",75
"1-128588784","North East",NA,75
"1-128588784","North East",NA,75
"1-126135167","North East","2010-10-01",40
"1-126135167","North East","2011-01-12",40
"1-126135167","North East","2016-05-25",40
"1-126135167","North East","2016-05-25",40
"1-2577281231","North East","2010-10-01",30
"1-2577281231","North East","2016-05-23",30
"1-2577281231","North East",NA,30
"1-2577281231","North East",NA,30
"1-111575962","North East","2010-10-01",40
"1-111575962","North East","2011-01-24",40
"1-111575962","North East",NA,40
"1-111575962","North East",NA,40
"1-109984668","North East","2010-10-01",40
"1-109984668","North East","2010-12-03",40
"1-109984668","North East","2012-08-06",40
"1-109984668","North East","2012-08-06",40
"1-1175072211","North East","2014-05-28",35
"1-1175072211","North East","2014-05-28",35
"1-1175072211","North East","2016-06-23",35
"1-1175072211","North East","2016-06-23",35
"1-132341348","North East","2010-10-01",40
"1-132341348","North East","2011-01-28",40
"1-132341348","North East",NA,40
"1-132341348","North East",NA,40
"1-406101042","North East","2010-10-01",45
"1-406101042","North East","2012-08-07",45
"1-406101042","North East","2014-05-30",45
"1-406101042","North East","2015-02-03",45
"1-111587292","North East","2010-10-01",40
"1-111587292","North East","2010-12-22",40
"1-111587292","North East","2013-07-08",40
"1-111587292","North East","2013-07-08",40
"1-128584428","North East","2010-10-01",40
"1-128584428","North East","2010-12-30",40
"1-128584428","North East",NA,40
"1-128584428","North East",NA,40
"1-779720016","North East","2013-07-01",40
"1-779720016","North East","2013-07-01",40
"1-779720016","North East",NA,40
"1-779720016","North East",NA,40
"1-124037527","North East","2010-10-01",85
"1-124037527","North East","2010-11-26",85
"1-124037527","North East",NA,85
"1-124037527","North East",NA,85
"1-129459314","North East","2010-10-01",70
"1-129459314","North East","2010-12-20",70
"1-129459314","North East",NA,70
"1-129459314","North East",NA,70
"1-131299509","North East","2010-10-01",55
"1-131299509","North East","2011-01-26",55
"1-131299509","North East","2011-11-18",55
"1-131299509","North East","2011-11-18",55
"1-131299559","North East","2010-10-01",55
"1-131299559","North East","2011-01-26",55
"1-131299559","North East","2011-11-18",55
"1-131299559","North East","2011-11-18",55
"1-131299943","North East","2010-10-01",55
"1-131299943","North East","2011-01-26",55
"1-131299943","North East","2011-11-18",55
"1-131299943","North East","2011-11-18",55
"1-313138870","North East","2011-01-26",55
"1-313138870","North East","2011-10-18",55
"1-313138870","North East","2011-11-16",55
"1-313138870","North East",NA,55
"1-313138992","North East","2011-01-26",55
"1-313138992","North East","2011-10-18",55
"1-313138992","North East","2011-11-16",55
"1-313138992","North East",NA,55
"1-313139084","North East","2011-01-26",55
"1-313139084","North East","2011-10-18",55
"1-313139084","North East","2011-11-16",55
"1-313139084","North East",NA,55
"1-327083373","North East","2011-11-01",55
"1-327083373","North East","2011-11-01",55
"1-327083373","North East",NA,55
"1-327083373","North East",NA,55
"1-327105808","North East","2011-11-01",55
"1-327105808","North East","2011-11-01",55
"1-327105808","North East",NA,55
"1-327105808","North East",NA,55
"1-327106234","North East","2011-11-01",55
"1-327106234","North East","2011-11-01",55
"1-327106234","North East",NA,55
"1-327106234","North East",NA,55
"1-120576555","North East","2010-10-01",50
"1-120576555","North East","2011-01-27",50
"1-120576555","North East",NA,50
"1-120576555","North East",NA,50
"1-120084686","North East","2010-10-01",50
"1-120084686","North East","2011-01-12",50
"1-120084686","North East",NA,50
"1-120084686","North East",NA,50
"1-139131675","North East","2010-10-01",45
"1-139131675","North East","2010-12-23",45
"1-139131675","North East",NA,45
"1-139131675","North East",NA,45
"1-106798595","North East","2010-10-01",55
"1-106798595","North East","2011-01-18",55
"1-106798595","North East",NA,55
"1-106798595","North East",NA,55
"1-2816380588","North East","2010-10-01",40
"1-2816380588","North East","2016-09-06",40
"1-2816380588","North East",NA,40
"1-2816380588","North East",NA,40
"1-138702227","North East","2010-10-01",75
"1-138702227","North East","2010-11-23",75
"1-138702227","North East","2013-09-11",75
"1-138702227","North East","2013-09-11",75
"1-894137543","North East","2010-10-01",70
"1-894137543","North East","2013-09-03",70
"1-894137543","North East",NA,70
"1-894137543","North East",NA,70
"1-1244141059","North East","2014-02-12",35
"1-1244141059","North East","2014-02-12",35
"1-1244141059","North East","2016-06-09",35
"1-1244141059","North East","2016-06-09",35
"1-131299492","North East","2010-10-01",55
"1-131299492","North East","2011-01-26",55
"1-131299492","North East","2011-11-18",55
"1-131299492","North East","2011-11-18",55
"1-308374842","North East","2011-09-30",55
"1-308374842","North East","2011-09-30",55
"1-308374842","North East","2014-02-20",55
"1-308374842","North East","2014-02-20",55
"1-112706105","North East","2010-11-26",60
"1-112706105","North East","2010-11-26",60
"1-112706105","North East","2013-05-20",60
"1-112706105","North East","2013-05-20",60
"1-1707167109","North East","2010-10-01",35
"1-1707167109","North East","2014-10-20",35
"1-1707167109","North East",NA,35
"1-1707167109","North East",NA,35
"1-127585749","North East","2010-10-01",50
"1-127585749","North East","2011-01-31",50
"1-127585749","North East","2011-11-23",50
"1-127585749","North East","2011-11-23",50
"1-320351029","North East","2011-10-31",50
"1-320351029","North East","2011-10-31",50
"1-320351029","North East",NA,50
"1-320351029","North East",NA,50
"1-129132334","North East","2010-10-01",65
"1-129132334","North East","2010-12-09",65
"1-129132334","North East",NA,65
"1-129132334","North East",NA,65
"1-366611397","North East","2012-01-25",65
"1-366611397","North East","2012-01-25",65
"1-366611397","North East","2014-03-27",65
"1-366611397","North East","2014-03-27",65
"1-136807455","North East","2010-10-01",50
"1-136807455","North East","2011-01-04",50
"1-136807455","North East","2012-08-07",50
"1-136807455","North East",NA,50
"1-136807564","North East","2010-10-01",25
"1-136807564","North East","2011-01-04",25
"1-136807564","North East","2015-02-09",25
"1-136807564","North East",NA,25
"1-127585461","North East","2010-10-01",25
"1-127585461","North East","2011-01-31",25
"1-127585461","North East","2011-11-23",25
"1-127585461","North East","2011-11-23",25
"1-320614756","North East","2011-10-31",25
"1-320614756","North East","2011-10-31",25
"1-320614756","North East",NA,25
"1-320614756","North East",NA,25
"1-132802911","North East","2010-10-01",45
"1-132802911","North East","2010-12-31",45
"1-132802911","North East","2015-01-13",45
"1-132802911","North East","2015-01-13",45
"1-1807461071","North East","2013-10-11",30
"1-1807461071","North East","2015-01-05",30
"1-1807461071","North East",NA,30
"1-1807461071","North East",NA,30
"1-114061355","North East","2010-10-01",80
"1-114061355","North East","2011-01-24",80
"1-114061355","North East",NA,80
"1-114061355","North East",NA,80
"1-116352327","North East","2010-10-01",25
"1-116352327","North East","2011-01-13",25
"1-116352327","North East",NA,25
"1-116352327","North East",NA,25
"1-132341278","North East","2010-10-01",25
"1-132341278","North East","2011-01-28",25
"1-132341278","North East",NA,25
"1-132341278","North East",NA,25
"1-123817424","North East","2010-10-01",20
"1-123817424","North East","2010-12-20",20
"1-123817424","North East","2013-06-26",20
"1-123817424","North East",NA,20
"1-622471011","North East","2013-03-18",20
